path,track_id,folder,label,class_name
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/LwmwCpAVPWU.wav,LwmwCpAVPWU,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/Lwvf17xUxhE.wav,Lwvf17xUxhE,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Lwvf17xUxhE.wav,Lwvf17xUxhE,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Lwvf17xUxhE.wav,Lwvf17xUxhE,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/LyTwxJiSt7A.wav,LyTwxJiSt7A,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/LyTwxJiSt7A.wav,LyTwxJiSt7A,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/LyTwxJiSt7A.wav,LyTwxJiSt7A,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/LybSS4amIS0.wav,LybSS4amIS0,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/LybSS4amIS0.wav,LybSS4amIS0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/LybSS4amIS0.wav,LybSS4amIS0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/LzSWdj4izHM.wav,LzSWdj4izHM,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/LzSWdj4izHM.wav,LzSWdj4izHM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/LzSWdj4izHM.wav,LzSWdj4izHM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M-RX7LqL50A.wav,M-RX7LqL50A,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M-RX7LqL50A.wav,M-RX7LqL50A,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M-RX7LqL50A.wav,M-RX7LqL50A,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M0ygCD6WyXw.wav,M0ygCD6WyXw,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M0ygCD6WyXw.wav,M0ygCD6WyXw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M0ygCD6WyXw.wav,M0ygCD6WyXw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M1ds6tRFxhs.wav,M1ds6tRFxhs,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M1ds6tRFxhs.wav,M1ds6tRFxhs,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M1ds6tRFxhs.wav,M1ds6tRFxhs,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M27mIdPCZEY.wav,M27mIdPCZEY,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M27mIdPCZEY.wav,M27mIdPCZEY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M27mIdPCZEY.wav,M27mIdPCZEY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M2iOUwFHv9Q.wav,M2iOUwFHv9Q,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M2iOUwFHv9Q.wav,M2iOUwFHv9Q,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M2iOUwFHv9Q.wav,M2iOUwFHv9Q,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M4SIUPA05yc.wav,M4SIUPA05yc,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M4SIUPA05yc.wav,M4SIUPA05yc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M4SIUPA05yc.wav,M4SIUPA05yc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M4rXhyyvERM.wav,M4rXhyyvERM,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M4rXhyyvERM.wav,M4rXhyyvERM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M4rXhyyvERM.wav,M4rXhyyvERM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M4yst1q1nlU.wav,M4yst1q1nlU,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M4yst1q1nlU.wav,M4yst1q1nlU,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M4yst1q1nlU.wav,M4yst1q1nlU,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M5sptjrboqA.wav,M5sptjrboqA,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M5sptjrboqA.wav,M5sptjrboqA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M5sptjrboqA.wav,M5sptjrboqA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M61BBJpvvx8.wav,M61BBJpvvx8,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M61BBJpvvx8.wav,M61BBJpvvx8,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M61BBJpvvx8.wav,M61BBJpvvx8,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M7GSBDc6s_w.wav,M7GSBDc6s_w,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M7GSBDc6s_w.wav,M7GSBDc6s_w,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M7GSBDc6s_w.wav,M7GSBDc6s_w,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M7fsgHyiicM.wav,M7fsgHyiicM,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M7fsgHyiicM.wav,M7fsgHyiicM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M7fsgHyiicM.wav,M7fsgHyiicM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M9MgZXkYRBs.wav,M9MgZXkYRBs,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M9MgZXkYRBs.wav,M9MgZXkYRBs,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M9MgZXkYRBs.wav,M9MgZXkYRBs,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/M9mc3HYL_GM.wav,M9mc3HYL_GM,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/M9mc3HYL_GM.wav,M9mc3HYL_GM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/M9mc3HYL_GM.wav,M9mc3HYL_GM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MC0Aeu7RLSI.wav,MC0Aeu7RLSI,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MC0Aeu7RLSI.wav,MC0Aeu7RLSI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MC0Aeu7RLSI.wav,MC0Aeu7RLSI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MEew7OQ17HY.wav,MEew7OQ17HY,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MEew7OQ17HY.wav,MEew7OQ17HY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MEew7OQ17HY.wav,MEew7OQ17HY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MFxMPOAbUPA.wav,MFxMPOAbUPA,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MFxMPOAbUPA.wav,MFxMPOAbUPA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MFxMPOAbUPA.wav,MFxMPOAbUPA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MHHshnnqyco.wav,MHHshnnqyco,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MHHshnnqyco.wav,MHHshnnqyco,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MHHshnnqyco.wav,MHHshnnqyco,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MHgPpImV7b4.wav,MHgPpImV7b4,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MHgPpImV7b4.wav,MHgPpImV7b4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MHgPpImV7b4.wav,MHgPpImV7b4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MHkfPjW0aRg.wav,MHkfPjW0aRg,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MHkfPjW0aRg.wav,MHkfPjW0aRg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MHkfPjW0aRg.wav,MHkfPjW0aRg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MIexFfOsuJs.wav,MIexFfOsuJs,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MIexFfOsuJs.wav,MIexFfOsuJs,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MIexFfOsuJs.wav,MIexFfOsuJs,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MJtDDmS6xSY.wav,MJtDDmS6xSY,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MJtDDmS6xSY.wav,MJtDDmS6xSY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MJtDDmS6xSY.wav,MJtDDmS6xSY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MKXeCiPtZwo.wav,MKXeCiPtZwo,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MKXeCiPtZwo.wav,MKXeCiPtZwo,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MKXeCiPtZwo.wav,MKXeCiPtZwo,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MKikHxKeodA.wav,MKikHxKeodA,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MKikHxKeodA.wav,MKikHxKeodA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MKikHxKeodA.wav,MKikHxKeodA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MM0seezR2F4.wav,MM0seezR2F4,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MM0seezR2F4.wav,MM0seezR2F4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MM0seezR2F4.wav,MM0seezR2F4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MMGAKKhqxKg.wav,MMGAKKhqxKg,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MMGAKKhqxKg.wav,MMGAKKhqxKg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MMGAKKhqxKg.wav,MMGAKKhqxKg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MNd8CRa48Uk.wav,MNd8CRa48Uk,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MNd8CRa48Uk.wav,MNd8CRa48Uk,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MNd8CRa48Uk.wav,MNd8CRa48Uk,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MNlzpCwdh4g.wav,MNlzpCwdh4g,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MNlzpCwdh4g.wav,MNlzpCwdh4g,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MNlzpCwdh4g.wav,MNlzpCwdh4g,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MP7KPlqoQW0.wav,MP7KPlqoQW0,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MP7KPlqoQW0.wav,MP7KPlqoQW0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MP7KPlqoQW0.wav,MP7KPlqoQW0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MPe6ztPtF0Y.wav,MPe6ztPtF0Y,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MPe6ztPtF0Y.wav,MPe6ztPtF0Y,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MPe6ztPtF0Y.wav,MPe6ztPtF0Y,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MPxwPOOIskc.wav,MPxwPOOIskc,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MPxwPOOIskc.wav,MPxwPOOIskc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MPxwPOOIskc.wav,MPxwPOOIskc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MQ1Q7xydJPU.wav,MQ1Q7xydJPU,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MQ1Q7xydJPU.wav,MQ1Q7xydJPU,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MQ1Q7xydJPU.wav,MQ1Q7xydJPU,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MQrOnSzVlJg.wav,MQrOnSzVlJg,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MQrOnSzVlJg.wav,MQrOnSzVlJg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MQrOnSzVlJg.wav,MQrOnSzVlJg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MROotmz8a-U.wav,MROotmz8a-U,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MROotmz8a-U.wav,MROotmz8a-U,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MROotmz8a-U.wav,MROotmz8a-U,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MS8VU468rKk.wav,MS8VU468rKk,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MS8VU468rKk.wav,MS8VU468rKk,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MS8VU468rKk.wav,MS8VU468rKk,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MSHbLrVlrQc.wav,MSHbLrVlrQc,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MSHbLrVlrQc.wav,MSHbLrVlrQc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MSHbLrVlrQc.wav,MSHbLrVlrQc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MSqQKf3O3vY.wav,MSqQKf3O3vY,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MSqQKf3O3vY.wav,MSqQKf3O3vY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MSqQKf3O3vY.wav,MSqQKf3O3vY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MV4tgzc9X6s.wav,MV4tgzc9X6s,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MV4tgzc9X6s.wav,MV4tgzc9X6s,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MV4tgzc9X6s.wav,MV4tgzc9X6s,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MVAXHT67Na4.wav,MVAXHT67Na4,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MVAXHT67Na4.wav,MVAXHT67Na4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MVAXHT67Na4.wav,MVAXHT67Na4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MVBQrBAXgw4.wav,MVBQrBAXgw4,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MVBQrBAXgw4.wav,MVBQrBAXgw4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MVBQrBAXgw4.wav,MVBQrBAXgw4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MVYSWTF11Nc.wav,MVYSWTF11Nc,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MVYSWTF11Nc.wav,MVYSWTF11Nc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MVYSWTF11Nc.wav,MVYSWTF11Nc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MVq9PYtypy0.wav,MVq9PYtypy0,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MVq9PYtypy0.wav,MVq9PYtypy0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MVq9PYtypy0.wav,MVq9PYtypy0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MWS-Uxf1MRw.wav,MWS-Uxf1MRw,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MWS-Uxf1MRw.wav,MWS-Uxf1MRw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MWS-Uxf1MRw.wav,MWS-Uxf1MRw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MX0wS7MX3Zo.wav,MX0wS7MX3Zo,audioldm2,0,AudioLDM2
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/MX0wS7MX3Zo.wav,MX0wS7MX3Zo,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/MX0wS7MX3Zo.wav,MX0wS7MX3Zo,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/audioldm2/MXdVnDVjSL8.wav,MXdVnDVjSL8,audioldm2,0,AudioLDM2
